,item,rate,num_product,num_sold,price
24,《無耳洞/有耳洞可戴》【獨家設計款】單個價/西德鋼鋼夾/磁鐵耳環 耳骨夾鋼針抗敏 另售帽子眼鏡框戒指項鍊IN2-S047,7944,336,3509,$79
25,《現貨》單個價【附發票-送禮盒+鋼鍊+皮繩】心動戒指.12星座變色戒指/情侶對戒/情侶對鍊/情侶項鍊/變色魔戒/心跳戒指,12162,474,3492,$99
26,惡南宅急店【7330A】《13款》狼王子張軒睿安心亞奧地利水晶相似質感狼牙項鍊情人節禮物生日禮物吳彥祖太陽的後裔可當對鍊,137944,2062,3462,$188
27,免運費★惡南宅急店【7227A】附送鋼鍊 西洋情人節 鈦鋼情侶項鍊西德鋼項鍊 輕柔羽毛情侶對鍊 單價,137832,2064,3413,$249
28,【可待機120小時】M-Toy防掉防汗水 IPX67運動耳機 無線耳機 重低音磁吸項鍊式藍牙耳機 藍芽耳機,144111,694,3397,$349
29,下殺149元★買1送6買2送12件贈品★惡南宅急店【8000A】西洋情人節禮物 生日禮物 白鋼不生鏽情侶項鍊對鍊 單條價,137930,2062,3332,$149
30,《星飾界》【12星座項鍊，加送手環】/十字架項鍊/十二星座項鍊/水鑽項鍊/生日禮物/情人節禮物/情侶項鍊/對鍊/項鏈,12147,472,3221,$139
31,☆時尚 MODEL 批發☆《B1-00123》可愛調皮彩色鬍子長項鍊/滑稽小鬍子先生可愛長項鏈 翹鬍子長項鍊,36844,803,3165,$25
32,(現貨)魔術 項鍊與鐵環 有示範影片 劉謙 大魔競 街頭魔術 把妹利器 鍊與環 沒有破綻 有多種玩法教學,16774,456,3098,$70
33,《316小舖》今天特價【100款鈦鋼情侶對鍊 生日禮物 情侶項鍊 情侶項鏈批發長項鍊子 十字項鍊/腳鍊戒指手鏈手環耳環】,38787,2481,3059,$168 - $209
34,(現貨)魔術 原子筆瞬間變成項鍊 街頭表演 舞台表演 登山露營表演 學校表演 把妹利器 劉謙 有教學,16584,458,3037,$120
35,【PLAY手創材料坊】衝評價 新色66色 任選2條只要7元 3mm仿韓國絨麂皮繩 項鍊 麂皮線 DIY手鍊材料 飾品配件,1186,248,2939,$7
36,★買１送１★惡南宅急店【0341C】純鋼非合金 12星座變色戒指 變色魔戒 情侶對戒 情侶對鍊 情侶項鍊,137925,2062,2922,$88
37,"""買一送一""""修身韓版""秋冬"" 新品韓版男士立領軍裝夾克騎士外套男款防風風衣男裝 陳冠希 余文樂 送項鍊飾品日系",4218,94,2828,$649
38,★今日特價★任選2條299元>附發票禮盒提袋-精選鈦鋼情侶對鍊組/西德鋼/情侶項鍊/變色戒指/生日禮物/七夕情人節,12149,472,2527,$299
39,★HotSell★【AC-A01】耳釘 耳環 戒指 項鍊 撲克戒指 指環 尾戒 情侶對戒 翹鬍子煙斗 小鬍子 手鍊,29069,1158,2517,$5
40,《316小舖》今天特價【42款鈦鋼鍊條 不銹鋼鍊子 生日禮物 特價鍊條批發長項鍊 短項鍊 鏈子項鏈戒指手鍊手環耳環】,38846,2478,2426,$158 - $399
41,★加送鍊子★惡南宅急店【0370C】魔戒指 骷髏戒指 西德鋼戒指 女戒男戒 情侶對戒對鍊 另有耳環戒指手環手鍊 可當項鍊,137947,2062,2395,$199
42,【最浪漫的禮物！100句我愛你項鍊】純銀+投影 告白項鍊 S925純銀 愛的記憶 我愛你 記憶吊墜 抖音同款 情人節禮物,144111,694,2289,$288
43,惡南宅急店【7332A】西洋情人節 太陽的後裔南極光 層次立體翅膀十字架鈦鋼項鍊 搭鋼鍊 專櫃品質可當情侶對鍊,137944,2062,2261,$168
44,情人節新品 鈦鋼情侶對鍊 情人對鍊 情侶項鍊 情人項鍊 多款可選 生日禮物 送禮物 可加購刻字 一對價 Z.MO鈦鋼屋,26709,2770,2243,$499
45,"""買一送一""西裝外套"" 送項鍊  型男必備 超帥氣男士潮流 休閒 皮帶 襯衫 夾克 可搭牛仔褲 團購批發 西裝褲",4217,94,2243,$380
46,🔥★專區買4送1★🔥惡南宅急店【7333A】正韓劇太陽的後裔簡約四葉幸運草項鍊 鎖骨情侶合金風格幾何水鑽元素 8色,137875,2064,2238,$94
47,■萬磁王■釹鐵硼強力磁珠10mm-可組成項鍊的超強力磁球,12181,330,2216,$20
48,中國結項鏈繩項鍊掛繩綁墜子玉珮平安符玉墜翡翠緬甸玉水晶用,5482,428,2184,$15
49,🔥玩命關頭8🔥惡南宅急店【7340A】 純鋼軍牌唐老大項鍊馮迪索巨石強森保羅沃克水鑽項鍊十字架宗教嘻哈項鍊（5款）,137914,2062,2123,$398
50,多款飾品盒 幸運草飾品盒 耳環盒 戒指盒 項鍊盒 紙盒 包裝盒 禮品盒 隨機出貨 單個價【NFH001】Z.MO鈦鋼屋,26732,2756,2103,$20
51,《316小舖》今天特價【17款奈米電鍍-無贈品打折價 18K金戒指 生日禮物 男戒女戒子 尾戒批發 結婚金飾/項鍊手環】,38831,2478,2033,$68 - $109
52,【24H內出貨】特惠價 100句-我愛你項鍊 抖音項鍊 愛的記憶 100種 我愛妳 記憶吊墜 項鍊 情人節 禮物 生日,23075,22,2000,$69
53,★HotSell★【FS-A116】西瓜 檸檬髮夾 髮束 髮帶 耳釘 八字環 戒指 情侶項鍊 夜光 腮紅 口紅 修容粉 ,29069,1158,2000,$50
54,惡南宅急店【4026A】獨家磁鐵款 太陽的後裔西德鋼材質 皮革磁鐵扣鎖項鍊 山下智久型男戒兩用必備單品,137824,2064,1952,$280
55,60公分長繩項鍊繩皮繩蠟繩棉繩批發，最低出貨量5條起,5479,428,1948,$8
56,快速出貨《買一送ㄧ.售完不補!》心跳變色戒指項鍊生日禮物七夕情人節禮物 西德鋼 情侶項鍊戒指鈦鋼情侶對鍊【29-145】,18543,194,1920,$189
57,★HotSell★【AC-A10】十字架手鍊 十字架 耳釘 耳環 戒指 項鍊 撲克戒指 指環 尾戒 情侶對戒 手鍊,29069,1158,1916,$9
58,【買1送6】愛心變形項鍊 316L鋼 不生鏽 抗過敏 情侶項鍊 不鏽鋼白鋼 項鍊 惡南宅急店【7539A】,137826,2064,1916,$199
59,惡南宅急店【2020A】太陽的後裔單條價 珍藏系列糖果色 多款情侶項鍊可當對鍊？附鋼鍊買一對再送好禮,137826,2064,1907,$249
60,《316小舖》今天特價【27款鈦鋼項鍊 生日禮物 星星項鍊 愛心項鍊 龍項鍊 十字架項鍊 男女項鏈批發 聖誕節禮物】,38846,2478,1892,$268 - $309
61,【首爾小情歌】Infinite 周邊 韓國Infinite糖果色馬卡龍韓國絨手鍊 幸運繩 手環 手鏈 項鍊，飾品、文具,3196,800,1847,$59
62,《星飾界》單條價/搖滾龐克鈦鋼項鍊/骷髏頭/十字架/民族風/五角星星/韓風潮流/精選30款/情侶對鍊,12151,472,1801,$249
63,惡南宅急店【0345C】買戒送鍊西德鋼材質太陽的後裔情人節禮物 西洋情人節禮物 生日禮物 魔幻項鍊戒心跳變色戒 就送鍊子,137819,2064,1681,$79
64,"《星飾界》《一對價,送禮盒鋼鍊在送皮手環》炫彩魔幻變色戒指/情侶對戒/情侶對鍊/情侶項鍊/跨年/變色魔戒/鈦鋼/生日禮物",12136,471,1680,$198
65,附發票 M-Toy 防掉防汗水 IPX67運動耳機 無線耳機 重低音磁吸項鍊式藍牙耳機 藍芽耳機【A1604】,64169,751,1635,$368
66,☆批發☆《B1-00083》特價＊LOVE 造型經典  鎖骨鍊 項鍊 項鏈,36843,804,1610,$12
67,🔥★本週爆殺↘$9★🔥惡南宅急店【7317A】正韓劇飾品 許願短項鏈太陽的後裔 歐美米莎巴頓 李洪基項鍊,137965,2062,1558,$9
68,買戒指送鋼鍊 鈦鋼情侶變形戒指 生日送禮物 可當項鍊 對項鍊 單個價【BKY023】Z.MO鈦鋼屋,26732,2754,1554,$220
69,316L抗過敏不生鏽 純西德鈦鋼鍊子 項鍊《十字鍊/O圈鍊/圈圈鍊》單條價【DIS062】Z.MO鈦鋼屋,26738,2754,1552,$99
70,《星飾界》附禮盒鋼鍊【精選鈦鋼情侶對戒 】西德鋼/白鋼戒指/情侶對戒/情人節/情侶戒指/變色戒指/變色項鍊,12161,474,1550,$135
71,Chis Store【愛戀系列】心動戒指心跳戒指情侶對戒 感溫變色造型魔戒不鏽鋼變色戒指情侶對鍊情侶項鍊組生日禮物告白,10492,870,1546,$49
72,**一點金** P134 西德白鋼 雙層經文十字架造型項鍊-銀色,2561,395,1406,$150 - $230
73,"《星飾界》今日特價279元,精選15款真金18K金鍊條/竹節金鍊條/18K金鍊子/黃金鍊條/防過敏/結婚金飾/黃金項鍊",12163,474,1402,$279 - $299
74,飾品批發♡便宜好物♡飾品小舖♡高級時尚飾品盒 精美簡約紋路首飾盒 手鐲盒 項鍊盒 戒指盒 禮物盒 禮物袋》生日禮物/鋼鏈,682,313,1394,$9
75,惡南宅急店【5065A】太陽的後裔皇冠 & 骷髏組合式項鍊 主君的太陽 項鍊 繼承者們 項鍊 情侶對鍊可。單條價,137951,2062,1393,$178
76,《星飾界》 【鈦鋼龍骨鍊條 45~80cm】 單條價 鈦鋼鍊條/白鋼鍊條/防過敏/不生鏽/西德鋼項鍊/男生項鍊/白鋼鍊,12165,474,1386,$150 - $300
77,貝邵？客製化訂製手作手鍊*蠟線*幸運手環* 情侶手鍊*生日禮物《另有韓國絨皮.蠶絲蠟線》戒指.項鍊,2857,1615,1385,$89
78,★買１送６★惡南宅急店【7460A】 鈦鋼項鍊60款 型男項鍊送禮推 鋼墜子鋼鍊情侶對鍊情不鏽鋼白鋼項鍊,137942,2062,1377,$188
79,八格手錶+二格首飾皮革收納盒 展示盒收納盒首飾品盒項鍊珠寶盒 石英錶 情侶對錶男錶女錶名錶-輕居家2058,5323,581,1316,$599
80,西洋情人節禮物 鈦鋼情侶對鍊 情侶項鍊 情人項鍊 含鋼鍊一對價 共13款可選擇 可加購刻字 Z.MO鈦鋼屋,26694,2783,1315,$499
81,★麻豆瘋★D527【王者龍之圖騰項鍊】吊墜(附鏈子)(鈦鋼) 超帥 霸氣有型 項鍊 有天 可自行改為手機吊飾 鑰匙圈,46991,1504,1311,$78
82,《現貨附發票》鈦鋼項鍊  男女項鍊 情侶項鍊 男項鍊 女項鍊【SWALL002】『潮段班』,95957,757,1298,$165
83,強力磁球磁珠5mm-可做項鍊、手錬及減壓工具!,2187,200,1287,$4
84,惡南宅急店【0345C】買戒送鍊 西德鋼材質 七夕情人節禮物 西洋情人節禮物 生日禮物 魔幻項鍊戒心跳變色戒 就送鍊子,137791,2056,1241,$79
85,【不生鏽抗過敏戒指】單個價 西德鋼心跳變色戒指 可搭情侶對鍊 對戒項鍊男戒女戒 賣場還有帽子手環眼鏡框IN2-N421,7944,336,1240,$168 - $193
86,❤露天最便宜 台灣現貨❤十二星座 12星座變色戒指 感溫戒指項鏈 附皮鏈情人節禮物 生日禮物 對戒 項鍊 【E061】,18439,12,1213,$50
87,《任選兩條329元 80款情侶鈦鋼對鍊 附禮盒+提袋》西德鋼 生日禮物送禮 情侶項鍊 情人節禮物 哈飾奇,6962,2004,1185,$329
88,台灣雷藏 可開黃金保單~超真實~超質感~ 1比1~分不清~0.45cm合金項鍊~金項鍊~金鍊子金手鍊~~男款結婚訂婚,4790,1796,1185,$800
89,惡南宅急店【7326A】2款？純鈦鋼太陽項鍊 鈦鋼情侶正韓劇飾品主君的太陽項鍊  蘇志燮/孔孝真 大小款 單條價,137947,2062,1174,$165
90,《B1-00146》 12 星座英文字母項鏈 鎖骨鏈 短項鏈 十二星座項鍊,36852,800,1173,$25
91,現貨【鹿角飾品收納掛架】戒指項鍊首飾耳環手鐲小物收納桌面擺飾陳列架展示架置物飾品盒【BE415】,27053,603,1163,$79
92,《愛瘋物》 【蝴蝶結吊飾拉鍊長夾】送項鍊 韓國 甜美 氣質 錢包 零錢 手機包 翹鬍子 皮夾  點點 星星 愛心,3950,78,1159,$150
93,☆批發☆《B1-00032》金色＊花樣男子 項鍊 項鏈/花樣男子之星月項鍊/流星花園 滿鑽 項鍊/月亮星星滿鑽真愛項鍊,36846,802,1155,$29
94,24k鍍金白水晶吊墜 墜子/福袋/生肖福袋/觀音佛挂件/禮品/項鍊/母親節/生日/情人節/贈品/祈福/招財 現貨 T12,5558,1604,1152,$80
95,【幸福瓢蟲手作雜貨】古銅色項鍊、手鍊釦頭/壓釦/連接釦/手作材料,45193,2498,1147,$4
96,《現貨/送拭銀布/絨布袋》鈦鋼項鍊情侶項鍊 男項鍊 女項鍊【SWALL003】『潮段班』,95387,746,1119,$239
97,愛心項鍊 女生項鍊 生日禮物 畢業禮物 正白K項鍊 心連心 可隨意組合 附鋼鍊 單個價格 AC1447,9689,3578,1079,$99
98,惡南宅急店【3178A】太陽的後裔軍牌項鍊我的少女時代徐太宇林真心歐陽非凡王大陸美國大兵狗牌時尚兼具流行超實用單條區,137903,2063,1074,$160
99,【翰翰手作材料】鎳色 磁性皮繩扣 安全扣頭 項鍊手鍊 內徑2.5mm 每組20元 串珠配件,14746,1553,1051,$20
100,★專區買4送1★惡南宅急店【7280A】太陽的後裔 來自星星的你超人氣熱賣千條項鍊鎖骨項鍊 VIVI雜誌 星星/愛心/立,137945,2062,1043,$94
101,【現貨】㊣原宿金屬半框鉚釘造型眼鏡框 賣場還有棒球帽子耳環長褲短褲包包項鍊《IN2-N425,7944,336,1039,$190 - $199
102,會變色的戒指【情人禮物首選】單個價 心跳圖變色戒指合金項鍊 情人生日禮物 賣場有圍巾耳環帽子IN2-N472 012,7942,350,1038,$88 - $113
103,《星飾界》【單條價】  附禮盒.提袋再送手環 80款情侶鈦鋼對鍊】316L鈦鋼項鍊/情侶項鍊/情人節/骷髏頭,12083,469,1037,$169
104,惡南宅急店【7311A】正韓劇 主君的太陽項鍊 聖誕節禮物 交換禮物推薦 情人節 男女款 蘇志燮孔孝真,137879,2064,1027,$55
105,~吉米兒~繩扣配材-台製2.5mm彈力帶鬆緊繩(鬆緊帶)口罩/髮束/項鍊繩適用,14337,1601,1025,$5
106,《316小舖》今天特價【精選90款18K金手鍊 生日禮物 結婚手鍊  結婚禮物 /另賣對戒指.項鍊.耳環.腳鍊子.手環】,38760,2481,1024,$168 - $209
107,十字架項鍊 正白K項鍊 皇冠骷髏頭項鍊 個性項鍊 男項鍊 生日禮物 萬聖節項鍊 邪惡佔領 單個價格 AC1637,9715,3622,1004,$199
108,有多種尺寸 ,136172,2035,1004,$190
109,惡南宅急店【6122A】韓版字母 經典十字皇冠項鍊 男女情侶對鍊可。特價,137828,2064,1001,$99
110,"●魅力十足● 韓劇""原來是美男""張根碩送朴信惠定情雙層水鑽星星長項鍊 ! 豬兔子",36923,1239,982,$59
111,《316小舖》今天特價【44款鈦鋼項鍊-無贈品打折價 生日禮物 十字架項鍊批發 星星項鍊/戒指手環手鍊耳環】,38725,2486,980,$208 - $249
112,5X7cm戒指手鐲項鍊袋 自封袋 鎖骨袋 珠寶首飾品袋 玉石玉器袋 透明封袋 PVC軟膠袋 礦石標本袋 密封袋封口袋,3619,5546,979,$1
113,《316小舖》今天特價【精選37款925銀白金手鍊 韓版手鍊 生日禮物 925銀手鍊/另賣戒指項鍊條耳環手環腳鍊子】,38839,2478,978,$278 - $319
114,項鍊 專櫃等級西德鋼製雙環經典格紋情侶對鍊 抗過敏氧化 柒彩年代【NB558】單條,25205,4576,974,$399
115,★免運+買2送1★惡南宅急店【x0142D】多款任選 藍色海洋的傳說 熱門戲劇 宋慧喬同款 項鍊/手環/耳環/戒指,137902,2063,965,$165
116,伸縮44-60公分項鍊繩頸繩批發 綁墜子水晶玉珮觀音平安符御守保平安墜子掛繩,5479,428,956,$15
117,316L鈦鋼項鍊 十二星座項鍊 情人節禮物推薦 創意嘻哈風格推薦 單條價【AKS435】Z.MO鈦鋼屋,26694,2783,955,$149
118,釹鐵硼強力磁球3mm-做項鍊手錬或戒指！,2181,200,954,$2
119,【台灣現貨】棉質潮流街頭質感造型軍帽 帽子 男女皆可戴 男帽女帽 N N458 棒球帽鴨舌帽老帽戒指太陽眼鏡框耳環項鍊,763,129,948,$95
120,《星飾界》 【多款鈦鋼項鍊/鋼鍊條】 單條價 可加長 鈦鋼鍊條/白鋼鍊條/防過敏/不生鏽/不生銹,12165,474,946,$150
121,☆批發☆《B1-00123》可愛調皮彩色鬍子項鍊/滑稽小鬍子先生可愛項鏈 翹鬍子項鍊,2885,781,927,$25
122,☆批發☆《B1-00078》銀色 鏤空愛心項鍊/ 簡單鏤空愛心項鍊 / 簡約時尚鏤空愛心項鍊/ 愛心項鍊/鏤空愛心項鏈,36844,804,927,$19
123,【幸福瓢蟲手作雜貨】#101黑色1mm韓國蠟繩/蠟線/手鍊/項鍊/手作材料,45461,2488,921,$2
124,【買1送2贈品】F03 日韓版 簡約百搭/s925純銀項鍊/水晶/鑽石項鏈/女鎖骨鏈/銀吊墜飾品/項鏈,1387,61,917,$48
125,特價 無耳洞/有耳洞可戴《單顆價 古著街頭風格假擴耳假擴大鈦鋼耳環》 賣場還有帽子短褲子項鍊戒指眼鏡IN2-N389,7944,336,917,$88
126,【幸福瓢蟲手作雜貨】#122白色1mm韓國蠟繩/蠟線/手鍊/項鍊/手作材料,45260,2489,912,$2
127,★免運★惡南宅急店【7140A】附送鋼鍊 西洋情人節禮禮物 愛情立體方塊項鍊 情侶對鍊男女可。單條價,137765,2045,906,$199
128,12星座變色戒指項鍊 體溫變色 情人節禮物 生日禮物 對戒 項鍊 皮鏈【HW05】,24282,718,905,$89
129,《316小舖》今天特價【F449/F430】(優質純鋼十字白鋼項鍊 十字架項鍊 生日禮物 男項鏈 戒指手鍊手環腳鍊耳環),38847,2473,893,$138 - $279
130,★鑫飾品★C1842單色【彩色拉鏈手環/項鍊】SHINee 東方神起 螢光色 馬卡龍 GD 權志龍 手鏈 (實品拍攝),46192,1950,879,$9
131,"""買一送一""""修身韓版""春夏"" 新品韓版男士立領軍裝夾克騎士外套男款防風風衣男裝 陳冠希 余文樂 送項鍊飾品日系",4217,94,874,$599
132,9x13cm戒指手鐲項鍊袋 自封袋 鎖骨袋 珠寶首飾品袋 玉石玉器袋 透明封袋 PVC軟膠袋 礦石標本袋密封袋封口袋,3619,5567,849,$3
133,《現貨附發票》多款可選 情侶項鍊 情侶對鍊 七夕禮物 抗過敏項鍊 白鋼項鍊【SWALL004】『潮段班』,96111,761,844,$235
134,惡南宅急店【7304A】正白K飾太陽的後裔鈦鋼情侶可隨意組合錶扣『心心相印項鍊』附送鋼鍊 送禮推薦？單條價,137902,2063,824,$98
135,西洋白色情人節 聖誕節禮物 鈦鋼情侶項鍊對鍊 生日送禮 天使惡魔 刻字 單條價【AJY010】Z.MO鈦鋼屋,26690,2792,823,$660
136,【幸福瓢蟲手作雜貨】2規格選~古銅金屬鏈條/手鍊/項鍊/手作材料/鍊條/金屬鏈條,45280,2489,813,$10
137,【winshop】A1320 蝴蝶結飾品小方盒/珠寶盒禮物盒包裝盒婚禮小物戒指項鍊耳環手錶收納展示,74590,4165,812,$10
138,【幸福瓢蟲手作雜貨】#108淺藍1mm韓國蠟繩/蠟線/手鍊/項鍊/手作材料,45106,2497,807,$2
139,首爾風格超人氣「毛帽+圍脖」二用潮流街潮流街頭款 多款精選【IN2】N318賣場還有情人圍巾眼鏡帽子耳環項鍊長褲子,7944,336,800,$149
140,【幸福瓢蟲手作雜貨】#123深藍1mm韓國蠟繩/蠟線/手鍊/項鍊/手作材料,45281,2493,795,$2
141,【獨家生產】極細1mm針頭精油吸管 針孔吸管 適用於各種小瓶口方便吸取精油 補充於聞香項鍊 精油項鍊 特價$30,3237,387,785,$30
142,《星飾界》單個價【送禮盒鋼鍊】十二星座/12星座變色戒指/情侶對戒/情侶對鍊/情侶項鍊/變色魔戒/鈦鋼/炫彩魔幻/情人節,12159,474,778,$99
143,G-042 金色 8mm DIY配件 圓形鑰匙扣 鑰匙圈 實用新奇 單個鑰匙圈 手機鏈配件 項鍊連接扣 配件扣 手工材料,8240,1591,775,$1
144,★專區買4送1★惡南宅急店【7312A】正韓劇繼承者們 如願骨 許願骨 主君的太陽 項鍊 項鍊李敏鎬樸信惠,137832,2064,774,$75
145,🔥買1送6🔥惡南宅急店【7379A】奈米電鍍真金18K金鍊條 金鍊子 金項鍊 結婚金飾 新郎用品婚嫁少年董款,137913,2062,753,$269
146,買一戒指送一皮繩TFBOYS變色鈦鋼戒指exo少女時代AOA情人禮物SHINee項鍊INFINITE束口袋bigbang,4176,920,750,$80
147,白色情人節white day 鈦鋼情侶項鍊對鍊 生日送禮 天使惡魔 刻字 一對價【AJY010】Z.MO鈦鋼屋,26730,2761,748,"$1,314"
148,《316小舖》今天特價【100款鈦鋼項鍊 白鋼項鍊 星星項鍊 十字架項鍊 愛心項鍊子 生日禮物 長項鏈批發男項鍊女項鍊】,38805,2478,747,$188 - $229
149,《星飾界》 情侶鈦鋼手鍊 -單條價【買1送4贈品】316L西德鋼/白鋼手鍊/情侶項鍊/情侶對鍊/情侶手鍊,12132,471,735,$219
150,惡南宅急店【7199A】來自星星的你太陽的後裔西德鋼情人節項鍊『星空約定 情侶對鍊』單條價,137787,2047,729,$240
151,《316小舖》今天特價【精選100款西德鋼項鍊 情人對鍊 鈦鋼項鍊 生日禮物 316L鈦鋼男女項鍊批發/腳鍊耳環】,38760,2481,728,$168 - $209
152,戒指手鐲項鍊袋 自封袋 鎖骨袋 珠寶首飾品袋 玉石玉器袋 透明封袋 PVC軟膠袋 礦石標本袋 密封袋封口袋,3619,5547,710,$1 - $4
153,影子籃球員火神大我 戒指項鍊 Cos 黑子的籃球 陽泉冰室辰也ZONE紫原敦 青峰大輝 陽泉 cosplay,1361,33,698,$85
154,情人節新品 鈦鋼情侶對鍊 情人對鍊 情侶項鍊 情人項鍊 含鋼鍊單個價 嚴選13款 生日禮物推薦 刻字 Z.MO鈦鋼屋,26730,2761,690,$260
155,支援付款快手,136303,2034,690,$99
156,『Korinne's shop』滿400(超商純取貨)免運  十字架 微雕 聖經 戒圈 鈦鋼 項鍊,22462,2648,680,$49
157,【幸福瓢蟲手作雜貨】#109寶藍1mm韓國蠟繩/蠟線/手鍊/項鍊/手作材料,44917,2516,678,$2
158,【幸福瓢蟲手作雜貨】4*5mm古銅圓絲金屬鏈條/O型鍊條/手鍊/項鍊/手作材料/一呎10元,45281,2494,674,$10
159,惡南宅急店【7197A】太陽的後裔情人節飾品推薦項鍊『水鑽滾輪』情侶對鍊可。單條區,137907,2063,674,$99
160,《 QBOX 》FASHION 飾品【L10018796】個性黑色光滑面真皮革鈦鋼插式項鍊子/黑皮繩,5480,2102,673,$278
161,《80款任選2條329元》附禮盒提袋手環 鈦鋼情侶對鍊 西德鋼 情侶項鍊 變色戒指 生日禮物 情人節禮物 哈飾奇,6962,2004,672,$329
162,白色 西洋情人節禮物 鈦鋼情侶項鍊對鍊 生日送禮 可搭對戒指 手環 刻字 單條價【AKY553】Z.MO鈦鋼屋,26686,2795,667,$249
163,《316小舖》今天特價【61款鈦鋼情侶手鍊-無贈品打折價 生日禮物 情人節禮物 情侶手鏈 特價手鍊 批發手環/戒指項鍊】,38832,2478,666,$238 - $279
164,《星飾界》 【鈦鋼菱形鍊條40~60cm】 單條價 可加長 鈦鋼鍊條/白鋼鍊條/防過敏/不生鏽/不變色/男生項鍊,12161,474,658,$150 - $210
