,item,rate,num_product,num_sold,price
35,【台灣製造！東元吸塵器】TECO 超強力 手持吸塵器 家用吸塵器 吸塵器 手持直立旋風吸塵器 省電 低噪音【DE436】,143945,694,1446,"$1,680.00"
36,【汽車精品】點菸器母座 點菸插頭 正極負極 適用打氣機 吸塵器 風扇 轎車 卡車 大功率,22813,703,1401,$30.00
37,【現貨-免運費！台灣寄出】【手持式旋風吸塵器】手持吸塵器 吸塵器 直立兩用 免集塵袋 濾網 濾芯【KH038】,27022,601,1348,"$1,680.00"
38,《現貨/保固/附發票》掃地機器人 打掃機器人 吸塵器 充電款掃地機器 自動清潔機 【VR030185】『潮段班』,96016,757,1347,$850.00
39,多送濾網共2濾網/銷售第一!幸福媽咪二代加強版HEPA旋風吸塵器(CJ-829)/幸福媽咪一代吸塵器(CJ-688)停產,4270,514,1329,"$1,279.00"
40,【現貨-免運費！台灣寄出】送收納袋+贈齊全配件 吸塵器 乾濕兩用 手持無線吸塵器 無線吸塵器 家用吸塵器【BE544】,27038,603,1299,$79 - $699
41,【保固+送原裝濾網】無線汽車吸塵器 乾濕兩用 多功能吸塵器 汽車 車用吸塵器 汽車美容,15500,194,1247,$529.00
42,【現貨-免運費！台灣寄出】送收納袋+贈齊全配件 吸塵器 乾濕兩用 手持無線吸塵器 無線吸塵器 家用吸塵器【BE544】,3410,538,1198,$79 - $699
43,現貨 小米有品 德爾瑪無線吸塵器 VC20S 手持吸塵器 除蟎 大吸力 輕巧 低噪 多刷頭 電量監控 長續航,44981,1172,1166,"$2,099.00"
44,《586家電館》東芝TOSHIBA集塵袋【VPF-5E】，東芝VC-SP550GN吸塵器專用！！,3561,1986,1161,$230.00
45,【送保固14個月+兩用滅蚊拍】小紫UV除蟎吸塵器 手持式吸塵器 塵蟎吸塵器 除蟎機 吸塵器 除蟎吸塵器 除塵 紫外線殺菌,130743,998,1157,"$590 - $2,088"
46,【台灣公司貨-免運附發票】小紫UV除蟎吸塵器 手持式吸塵器 塵蟎吸塵器 除蟎吸塵器 UV紫外線 除蟎機,64208,753,1136,"$599 - $1,980"
47,"【特價3包以上免運費】國際吸塵器集塵袋TYPE C-13國際吸塵器紙袋,國際牌吸塵器集塵袋",35549,418,1133,$100.00
48,【歌林小資族首選！智能掃地機】三合一自動機器人 掃地機器人 機器人掃地機 電動掃地機 充電式掃地機 吸塵器 USB充電,143945,694,1118,$220 - $990
49,SGS認證【無效退費】車用空氣清淨機 對抗PM2.5 粉塵 煙味 吸塵器 負離子 送禮父親節 車充 汽車 生日 抗菌,15461,194,1111,$990.00
50,【YQ小舖】小米 米家 MI 掃地機器人 吸塵器 塵盒濾網 6腳 邊刷 主刷 濾網 配件 耗材 掃地機 抹布 萬向輪,2913,95,1094,$40 - $300
51,"吸塵器專用集塵袋適用於日立(CVP6)系列CV-AM14 ,5個/1包三包以上免運【生活物語】",2631,1031,1090,$90.00
52,📣台灣出貨 現貨+預購📣無線手持吸塵器車用家用無線充電款車家兩用 大功率車載吸塵器 父親節母親節【TRU0026】,4433,92,1085,$899.00
53,【阿貴家電坊】~附發票~TECO東元手持免紙袋渦捲式直立吸塵器( XYFXJ060 ),5098,454,1076,$790.00
54,【現貨-免運費！台灣寄出】歌林Kolin 直立手持兩用HEPA吸塵器 免集塵袋過濾有線吸塵器【HTK066】,26994,599,1056,"$2,990.00"
55,【現貨-免運費！台灣寄出】奇美 2in1多功能無線吸塵器 VC-HC4LS0 手持吸塵器直立兩用過濾【HTK073】,26981,598,1034,"$2,539.00"
56,【現貨-免運費！台灣寄出】歌林Kolin 直立手持兩用HEPA吸塵器 免集塵袋過濾有線吸塵器【HTK066】,3359,531,1030,"$2,990.00"
57,【現貨-免運費！台灣寄出】奇美 2in1多功能無線吸塵器 VC-HC4LS0 手持吸塵器直立兩用過濾【HTK073】,3342,529,1006,"$2,539.00"
58,(高CP值)三合一吸塵器120w乾濕兩用強吸力汽車吸塵器帶香薰帶燈大功率吸力4.5米長夠後車廂用真空吸力4500mbar,304,2187,999,$528.00
59,惠而浦除塵蹣吸塵器 VCK4007 除塵蟎吸塵器 惠而浦多重氣旋吸塵器,10931,239,991,"$3,390.00"
60,禾聯不易衰弱吸塵器 275 除塵蟎吸塵器 圓筒式免紙袋吸塵器,10925,239,986,"$2,390 - $2,740"
61,【ProGo】Panasonic國際牌 集塵袋 吸塵器副廠C-13 MC-PK13FT MC-CA210 MC-3920,2392,210,960,$15.00
62,飛利浦☆PHILIPS☆S-bag吸塵器集塵袋《FC8021》適用：FC8220/FC8202/FC8208,1230,335,942,$30.00
63,日立 HITACHI 吸塵器紙袋 CV-P6 替代 CV-P5 現貨供應中,3039,155,935,$125.00
64,BANG◎迷你桌面吸塵器 吸塵器 掃地 除塵機 無線 桌面吸塵器 掃地機器人【H67】,19835,1110,925,$299.00
65,1-5天天寄 HITACHI日立吸塵器集塵袋CVP6【一組五入】日立吸塵器紙袋CV-P6CV-AM14,6734,156,921,$80.00
66,【 限量供應】台製車用吸塵器，乾濕兩用真空掃除機(附：細扁接頭) !,10481,279,886,$199.00
67,迷你USB電腦鍵盤吸塵器.附清潔刷頭.吸力增強版 顏色隨機【賣貴請告知】,128964,2340,876,$24.00
68,母親節禮物 米家 清蜓 車用 無線 吸塵器 迷你 手提 車充 家用 雙充版 汽車用 點菸器 充電 雙用吸頭,44938,1157,851,"$1,549.00"
69,【超級賣百貨】 日系可愛蘑菇吸塵器/香菇吸塵器/蘋果吸塵器，手持掃地機、桌上的清潔小幫手，最佳禮贈品 鍵盤吸塵器,8273,374,835,$85.00
70,LC電器 國際牌吸塵器集塵袋 C-13【TYPE-C13】 日本製 每袋5入,5941,163,828,$200.00
71,"【專速】國際牌 吸塵器集塵袋 TYPE C-13 適用 MC-3300,MC-3900,MC-3950,MC-L50",24017,380,826,$200.00
72,【電動挖耳器】 耳朵吸塵器 美國 WaxVac Ear Cleaner 電動挖耳器 電動掏耳器 耳朵進水排除利器 艾比讚,15149,664,818,$85.00
73,【特價3包含運290元】日立吸塵器集塵袋 CVP6(一包內含5紙袋)日立吸塵器紙袋,35497,419,800,$90.00
74,"【專速】國際牌 原廠 TYPE C-20E 吸塵器集塵袋 適用 MC-CG381,MC-E7101,MC-E7103",24018,380,777,$140.00
75,《買10送1只要150元》三菱MP-3/MP3 三洋聲寶夏普SHARP歌林NEC三星東元東芝富士吸塵器集塵紙集塵袋,1048,2512,730,$15.00
76,㊣宇慶S舖㊣3期0利率｜SW15｜二代日本靜音ASAHI 乾/溼 吹3用工業用吸塵器15L 不銹鋼桶加送hepa濾網,72071,24048,727,"$1,650.00"
77,【請認明原廠藍色外包裝】日立HITACHI 原廠吸塵器集塵紙袋/集塵袋 ( CV-P6 / CVP6 )~,3220,171,718,$115.00
78,有多種尺寸 ,19378,223,715,$225.00
79,【大頭峰電器】【數量有限!瘋狂搶購中!】TECO 東元 手持免紙袋渦捲式直立式吸塵器 (XYFXJ060),50796,1217,709,$849.00
80,32mm加長型 馬毛圓刷 圓毛刷木質地板吸頭 除塵蹣塵蟎Dirt Devil HITACHI伊萊克斯 飛利浦(吸塵器配件,13506,292,694,$99.00
81,"通用型 吸塵器 集塵紙袋 吸塵袋 集塵袋 三洋/日立/HITACHI/三菱夏普SHARP,NEC歌林三星東元東芝富士通",4809,162,670,$17.00
82,【YQ小舖】適用 三洋 吸塵器 飛利浦 集塵紙袋 集塵袋 大容量 SC-L5 SC-L6 SC-L2000 SC-17T,2905,95,656,$13.00
83,35mm轉32mm 吸塵器 轉接頭 歐版轉日版 吸頭 Dirt Devil HITACHI 伊萊克斯 飛利浦....等廠,13507,293,656,$55.00
84,米家 清蜓 車用 無線 吸塵器 迷你 手提 車充版 汽車用 點菸器 充電 雙用吸頭,44981,1173,629,"$1,399.00"
85,【台北益昌】全新到貨!牧田 MAKITA CL100DW 充電式吸塵器 原裝專用濾棉 適用 4070DW CL070DS,61929,3341,616,$35 - $336
86,"【專速】國際牌 原廠 吸塵器配件,延長管,軟管,圓刷,尖刷,大地板刷 MC-3300,MC-3920,MC-4620",24022,380,611,$100 - $350
87,吸塵器圓型接管轉接環 32mm轉35mm 31mm,2975,29,608,$50 - $80
88,乾溼兩用-大吸力 無線吸塵器 手持吸塵器 車用吸塵器  家用吸塵器,22567,181,598,$888.00
89,㊣宇慶S舖㊣刷卡分期｜1300W大馬力｜外銷日本 靜音ASAHI SW12 乾/溼 吹3用工業吸塵器12L 不銹鋼桶,72019,24000,595,"$1,550.00"
90,㊣宇慶S舖㊣｜刷卡分期｜SW20｜大馬力二代日本靜音ASAHI 乾/溼 吹3用工業吸塵器20L 不銹鋼桶加送hepa濾網,72071,24048,581,"$2,200.00"
91,"《HITACHI》【日立】專用吸塵器集塵袋 CV-P6  適用機型：CV-T41,CV-AM14...等",437,45,580,$130.00
92,可刷卡分期 日本ASAHI PS600 可調速強力吹風機+吸塵器 寵物 車內清潔 非RYOBI 利優比 PSV-600,72019,24000,564,"$1,050.00"
93,吸塵器軟管【32/39規格】螺紋管 適用東芝伊萊克斯日立國際飛利浦聲寶三洋延長管吸頭集塵袋濾網直管扁【VC115】博萊品,8561,781,555,$65 - $125
94,台北益昌附打孔器+吸塵器接桿 國際知名老牌 Metabo 美達寶 FSR 200砂紙機 研磨機 磨砂機 非 makita,61952,3334,551,"$1,500.00"
95,"35mm轉32mm 吸塵器轉接頭.吸塵器轉換頭,適用日立伊萊克斯 Dirt Devil. 國際 聲寶 飛利浦吸塵器",35539,418,547,$50.00
96,3組免運 當天出貨 超強吸力粉刺機 吸黑頭粉刺神器 粉刺吸塵器 粉刺機 吸黑頭神器 毛孔清潔 清潔用品 禮物,36808,661,545,$299.00
97,衝評價【全新原廠公司貨】日立HITACHI 原廠吸塵器集塵紙袋/集塵袋 ( CV-P6 / CVP6 ),3220,172,543,$115.00
98,[3包免運]日立吸塵器集塵袋 CVP6一包五入 CV系列全適用 CV-AM14 CV-SH10T CV-CK4T紙袋,1177,213,517,$90.00
99,吸塵器除蟎風動地刷.除蟎吸頭.渦輪刷.除蟎刷.微型渦輪滾刷適用日立.飛利浦Dirt Devil國際.伊萊克斯.聲寶吸塵器,35523,418,517,$160.00
100,現貨《原廠貨] 惠而浦吸力不減吸塵器 VCK4007 除塵蹣吸塵器 除塵螨,2972,29,513,"$3,390.00"
101,[開發票] 120瓦 家用電轉車用電(12V10A)(110V轉12V)衝擊扳手 打氣機 吸塵器,3626,434,506,$220 - $360
102,㊣宇慶S舖㊣獨家三星2.0AH單鋰電組｜可刷卡分期｜日本Makita 10.8V｜CL100DW充電吸塵器 非CL102,72071,24048,506,"$2,300.00"
103,禾聯手持無線除塵蹣吸塵器 23E1 寵物毛髮除塵蹣吸塵器 手持式無線吸塵器,10931,239,504,"$3,690 - $3,940"
104,《買10送1只要150元》日立集塵袋 吸塵器 副廠 cvam14 CV-AM14 cvp6 CV-P6 350W,1046,2512,503,$15.00
105,適用於Dyson戴森V6V7V8V10支架吸塵器收納架免打孔吸塵器支架金屬製或其他通用型吸塵機架有尺寸表,303,2185,500,$398.00
106,超便宜SC(小2號)鎳鎘工業用 充電電池 1.2V，電動工具 吸塵器 ... 可自行更換 百工、BOSCH、得偉 另鎳氫,4363,446,497,$50.00
107,鋼琴線小舖 吸塵器集塵袋 1包3入 可重覆使用 適用日立 三菱 歌林 LG 三洋 聲寶 東元 東芝 惠而浦 西屋 附拉鍊設計環保袋,1245,45,496,$299.00
108,《台灣現貨2~3天出貨 》掃地機器人  新款智能掃地機器人 懶人家居自動清潔機吸塵器,185,93,480,$499.00
109,【霧化器電池】韓國三星INR 18650 25R電鑽 吸塵器 霧化器 遙控模型大動力鋰電池/非VTC5 VTC4 HE2,13797,37,478,$170.00
110,"馬毛圓刷頭.馬毛地板吸頭,馬毛圓刷吸頭,適用東芝.飛利浦Dirt Devil國際.伊萊克斯.聲寶.日立吸塵器",35542,418,476,$89.00
111,有現貨 含稅附發票＊元元家電館 ＊TOSHIBA 東芝乾濕兩用吸塵器 TVC-1015,28422,1451,476,"$2,650.00"
112,【T3】迷你桌面吸塵器 迷你掃地機器人 吸塵器 掃地 除塵機 無線 桌面吸塵器 掃地機器人 鍵盤除塵【H67】,8776,1033,467,$299.00
113,【花蓮源利】CL181附發票大禮包 Makita牧田充電式吸塵器 DCL181FDZW 18V 非DYSON戴森IRIS,5941,3024,466,"$5,500.00"
114,【副廠】三洋 東元 飛利浦 東芝 聲寶 吸塵器 吸塵袋 集塵袋 SC-L5 SC-L6 SC-L2000 SC-17T,13506,293,465,$17.00
115,【PH-28】掃地器【品勝】台灣品牌伊德萊斯掃地機器人掃把笨斗畚箕吸塵器 電動拖把 自動掃地機 手推掃地機 電動拖地機,6431,262,463,$599.00
116,吸塵器軟管【內徑32外徑39】銀色 EVA螺紋管 適用伊萊克斯國際日立東芝飛利浦聲寶三洋 【VC124】博萊品,8561,781,455,$70 - $135
117,Dyson 戴森 V7 trigger＋長管＋fluffy(六吸頭版）含充電座 使用至30分 無線手持吸塵器,3194,321,459,"$10,073.00"
118,無線桌面吸塵器可充迷你便攜電動清理神器吸塵機铅笔渣沫清潔機,736,34,457,$380.00
119,1500MAH SC鎳鎘Ni-Cd充電電池 1.2V，電動工具 吸塵器  可自行更換/組裝 鎳氫可替代,4363,446,450,$70.00
120,【附發票 賣貴請告知】多功能四合一車用吸塵器 100瓦大吸力 乾濕兩用 可充氣打氣照明吸塵吸水測胎壓 車載 輪胎 隨機,128838,2329,446,$485.00
121,【PH-28】掃地機器人電動掃把笨斗畚箕吸塵器電動拖把 自動掃地機無線手推掃地機電動拖地機 【伊德萊斯】,3470,103,438,$880.00
122,預購中｜大馬力刷卡分期 二代日本ASAHI靜音 SW10 乾/溼吹3用工業吸塵器10L 世界最輕+hepa濾網大全配,72071,24048,437,"$1,450.00"
123,現貨 第六代 旋風集塵桶 渦輪增壓 集塵器 吸塵器 粉塵集塵器 木工集塵器 乾濕兩用,1948,37,429,$550.00
124,乾濕兩用 無線迷你 80W車載吸塵器 家用吸塵器 攜帶型,22613,187,416,$650.00
125,【YQ小舖】適用 Dyson 戴森 V8 V7 V6 手持 手提 吸塵器 充電座 充電 壁掛座 壁掛架 收納 副廠,2905,95,405,$549 - $699
126,【現貨保固】掏耳朵神器 耳朵吸塵器 耳朵清潔器 日本網紅極力推薦 極致享受 舒服,4161,131,402,$179.00
127,《買10送1》國際TYPE C-13 吸塵器集塵紙MC-CA210 MC-CA211 MC-3300 MC-3910,1045,2512,399,$15.00
128,Dyson 日本 無線手持式 吸塵器架 收納架 吸塵器 dyson 收納 V10 V8 吸塵器收納架 掃地機器人 掃地機,1791,1613,385,"$1,970.00"
129,現貨隔日配 禾聯吸力不易衰退吸塵器 275 CP值同 DirtDevil Rebel52,2974,29,383,"$2,390 - $2,740"
130,【台灣現貨/ 保固14個月】Mr.Smart 聰明先生手持式吸塵器 小紫 除蹣吸塵器 內含一顆濾網【AAA5812】,4270,5809,376,"$250 - $1,980"
131,【附發票 賣貴請告知】手持式兩段USB吸塵器 USB充電 車用吸塵器 手持吸塵器 無線吸塵器 家用吸塵器,128805,2331,377,$890.00
132,【熱銷現貨】110V轉12V 10A 120W 家用點煙器插座 AC轉DC車充 大功率車用變壓器 打氣機 吸塵器 點菸器,22870,700,376,$349.00
133,USB強力吸塵器 手持吸塵器 車用吸塵器 強力吸塵器 鍵盤吸塵器 電腦吸塵器 USB充電有線款(V50-2351),130404,998,375,$249.00
134,【東珈家電】日立 HITACHI 吸塵器紙袋 CV-PS2 / CV-PS3現貨供應,3960,291,374,$190.00
135,手持式吸塵器 USB吸塵器 專吸電腦主機 鍵盤 筆電 鍵盤清潔 抽屜 汽車 桌面清潔 可接行動電源 Car 0701,230272,1302,365,$229.00
136,"【專速】國際牌 橫TYPE C-13 吸塵器集塵袋MC-CA210,MC-CA211,MC-CA681,MC-CA683",24022,380,365,$200.00
137,☆精品社☆【USB吸塵器】迷你電腦鍵盤2段式POWER UP吸塵器(附LED燈及2種吸頭),140443,1945,355,$35.00
138,24H出貨+小禮物【USB迷你吸塵器】手持旋風吸塵器 車用吸塵器 強力吸塵器 吸塵器  居家 汽車【AB002】,10954,367,348,$279.00
139,EC-06P 聲寶吸塵器集塵紙袋 for EC-AJ35 (帶有密封橡膠圈)吸塵器紙袋吸塵器集塵袋(一組五入),10910,239,345,$100.00
140,伊萊克斯 Electrolux 飛利浦 PHLIPS 通用款 FC8021 S-BAG SBAG 吸塵器 集塵袋 吸塵袋,13509,293,342,$35.00
141,＊元元家電館 ＊吸塵器配件乾濕兩用型過濾網 V02927P/適用TVC-1015、TVC-2215、TVC-2020,28412,1443,338,$250.00
142,含稅價【工具先生】牧田 MAKITA 充電式吸塵器 專用濾棉 適用：4070DW CL100DW DCL180,8393,4007,330,$35.00
143,新莊453工具 現貨 新款 變壓器 點煙頭12v 10A 15A 20A  點煙孔 點菸孔 打氣機 火焰板手 吸塵器,5121,157,328,"$380 - $2,200"
144,吸塵器圓型接管轉接環 32mm轉35mm 31mm,10911,239,321,$50.00
145,衝評價【原廠公司貨】日立HITACHI (日本製) 吸塵器集塵紙袋 GP110F /GP-110F /集塵袋~~,3220,171,319,$219.00
146,刷卡分期｜3.0單電池｜CL100D+AS09｜ 牧田10.8V 吸塵器 + ASAHI 12V充電衝擊起子機 通用電池,71757,24058,317,"$3,040.00"
147,『開立發票』保固1年 幸福媽咪多功能(HEPA/手持/直立)旋風強力吸塵器 ((CJ-688)),8595,122,316,$999.00
148,【ProGo】HITACHI日立集塵袋 吸塵器副廠 CV-PJ9T CV-AM14 CVP6 CV-CK4T CV系列,2388,210,284,$15.00
149,傑仲 (有發票) 生活用品 POWER VAC 超小型桌上型 吸塵器4顆3號電池!!,3160,2896,314,$199.00
150,＊小鐵五金＊德國BOSCH GAS 14.4V GAS 18V吸塵器專用HEPA 濾網 濾心 過濾器＊,28867,1635,313,$230.00
151,有現貨 附發票＊元元家電館＊MITSUBISHI 三菱 日本進口 吸塵器紙袋 / 集塵袋 MP-3 / MP3,28414,1436,312,$180.00
152,【ProGo】HITACHI日立CV-AM14吸塵器 副廠集塵袋10+1組（共11個）CV-P6 CVAM14 CVP6,2397,210,308,$149 - $419
153,好棒棒優選 副廠C13集塵袋國際牌集塵袋 吸塵器Panasonic MC-PK13FT MC-CA210 MC-3920,749,216,306,$15.00
154,SC鎳氫NI-MH動力型充電電池 1.2V 2000mA， 電動工具 吸塵器 模型玩具 可自行更換/組裝,4363,446,304,$95.00
155,【winshop】B1747 草莓吸塵器/水果吸塵器/桌上型吸塵器，筆電、鍵盤、書桌的清潔小幫手!,74929,4212,304,$75.00
156,【大王家電館】【全配 附三大吸頭+UV床墊吸頭】Electrolux ZB3233B 伊萊克斯完美管家UV淨蟎無線吸塵器,7896,641,303,"$9,480.00"
157,32mm除塵蹣微型滾刷、渦輪吸頭、微型渦輪滾刷、風動吸頭 Dirt Devil HITACHI伊萊克斯飛利浦吸塵器配件,13506,292,299,$175.00
158,日立 HITACHI 吸塵器紙袋 CV-PS2 現貨供應中,3039,155,299,$195.00
159,"原廠公司貨 國際牌 吸塵器集塵袋 C-8,C-10,MC-S69C,MC-A37C,MC-3600,MC-3650",9786,794,298,$25.00
160,吸塵器配件 iRobot Roomba HEPA濾網 760 770 780 700 790 7系列通用 單一個價,5154,665,297,$40.00
161,《台灣現貨 USB迷你吸塵器》  迷你吸塵器 桌面清潔 鍵盤清潔【VR030311】,96051,756,293,$39.00
162,好棒棒優選 CV-AM14副廠集塵袋 日立吸塵器 HITACHI CV系列 CV-PJ9T CV-CK4T CV-P6,752,216,293,$15.00
163,《 J.ST 》【掃吸拖三合一智能掃地機器人 USB充電】吸塵器 掃地拖地無死角 自動清潔幫手 白黑【XB01】,2289,669,290,$722.00
164,HITACHI 日立 吸塵器集塵袋 CVP6 (一組五入) 日立 吸塵器紙袋CV-P6 CV-AM14,10925,239,290,$80.00
165,保固一年【第9代黑頭剋星】5速可調適用各種膚質超強吸力粉刺機 正品 拒買假貨 粉刺吸塵器 毛孔清潔美容儀 吸粉刺神器,8278,375,285,"$1,250.00"
166,台北益昌 全新到貨!!!單4.0AH鋰電池 德國 博世 BOSCH GAS 18V-1 LI 無線充電式吸塵器,61948,3341,285,"$2,400 - $8,085"
167,【1包5入】日立HITACHI 吸塵器紙袋 CVP6 集塵袋 適用日立CV系列吸塵器 CV-T46 CV-CH4T,5903,29,285,$100.00
168,暖暖本舖 銀河星空 床裙 雙人床 床笠 床包 床罩 四件套 藍芽喇叭 空拍機 手機殼 吸塵器 滅蚊器 手電筒 雨衣 雨傘,2215,3843,284,$850.00
169,買一送一 第二代Dust Daddy粉塵終結者 吸塵器轉接座 除塵小精靈 除塵神器 灰塵污垢 吸塵器吸頭 dyson,22385,176,283,$104.00
170,加贈灰塵清潔器+免運+一年保固【Kolin 歌林有線強力旋風吸塵器】吸塵器 強力吸塵器 手持吸塵器【AB210】,11029,372,281,"$1,249.00"
171,"(買大送小)地板地毯兩用吸頭,地板吸頭 地毯吸頭 日立 伊萊克斯  國際 Dirt Devi  飛利浦吸塵器",35531,418,281,$250.00
172,㊣宇慶S舖㊣3期0利率｜SF20｜日本靜音ASAHI 乾/溼 吹3用工業用吸塵器(20立)20L 不銹鋼桶送hepa濾網,72071,24048,280,"$1,950.00"
173,【內含影片 5組免運】德國技術 usb吸塵器 手持 迷你 吸塵器 車用 家用 汽車 美容 電腦 鍵盤 家居【C7359】,52088,339,280,$199.00
